text,location,retweets,user_id,created_at
The war of words between Donald Trump and Pope Francis may be a boon for Latino voter advocates https://t.co/fr2gbgzLea #globalnation,"Los Angeles, CA",0,988961,Thu Feb 18 23:59:52 +0000 2016
Transcript: Pope Francis on Donald Trump and immigration https://t.co/kSaOSwixGO,"Clarksville, TN",0,4797270623,Thu Feb 18 23:59:52 +0000 2016
"Islamville, South Carolina's all-Muslim town, faces Trump effect: 'We feel unsafe' https://t.co/yVxNVcTlSR",Over there Not there Yes There,0,2471629956,Thu Feb 18 23:59:51 +0000 2016
"Donald Trump n'est «pas chrétien», selon le pape François https://t.co/72V0IEIp8h عبر @lp_lapresse",Paris FRANCE EUROPE,0,603971979,Thu Feb 18 23:59:49 +0000 2016
"#PopeFrancis joins a chorus of world leaders in condemning #DonaldTrump
@washingtonpost 
https://t.co/OhBphr0lhk",อนุสาวรีย์ชัยฯ Bangkok,0,420067396,Thu Feb 18 23:59:48 +0000 2016
@WTAE Donald Trump,,0,1112029424,Thu Feb 18 23:59:47 +0000 2016
Pope Francis joins a chorus of world leaders in condemning Donald Trump - Washington Post,Kandang Ayam,0,1646906642,Thu Feb 18 23:59:47 +0000 2016
Pope Francis joins a chorus of world leaders in condemning Donald Trump - Washington Post https://t.co/ASGKEWcojU #YMDLU,,1,63528484,Thu Feb 18 23:59:47 +0000 2016
Everything in life is luck.-Donald Trump,"San Jose City",0,316568558,Thu Feb 18 23:59:46 +0000 2016
Pope Francis joins a chorus of world leaders in condemning Donald Trump - Washington Post: Washington PostPope... https://t.co/jvXBmjAxhG,Worldwide,0,123911261,Thu Feb 18 23:59:44 +0000 2016
Bernie Sanders &amp; Donald Trump lead in national polls. Two polar opposites. Two extremes. Holy cow. Only in America. Goodbye America.,"West Virginia, USA",0,4832442372,Thu Feb 18 23:59:43 +0000 2016
Pope Francis joins a chorus of world leaders in condemning Donald Trump - Washington Post,ea✔,0,1901394096,Thu Feb 18 23:59:42 +0000 2016
"@MikeDillonVA I think Donald Trump is a meme, not an actual person",Toronto,0,40769391,Thu Feb 18 23:59:41 +0000 2016
Pope Francis Suggests Donald Trump Is ‘Not Christian’ https://t.co/DWCvRI6khr,,0,700469028607766532,Thu Feb 18 23:59:40 +0000 2016
ついにこの展開。The Pope just said 'Donald Trump 'isn't Christian' https://t.co/Z26xQyXyGw,Tokyo,1,10441742,Thu Feb 18 23:59:38 +0000 2016
Donald Trump Is Not A Christian - Pope Francis - https://t.co/mBzH5uIERR,info@theheraldng.com,1,941320202,Thu Feb 18 23:59:36 +0000 2016
"Buzz Feed A Canadian Nightclub Made A Mural So You Can Pee Into Donald Trump's Mouth: Behold, the world’s grea... https://t.co/B9qQrLMAdo",,0,4860724770,Thu Feb 18 23:59:32 +0000 2016
I added a video to a @YouTube playlist https://t.co/bdwngM3ZLs Mac Miller- Donald Trump (Lyrics),"Ohio, USA",0,4048314975,Thu Feb 18 23:59:30 +0000 2016
"Petri: Donald Trump for pope: Hear me out.
Our present pope, popular as he is, can surely not expect to be pop... https://t.co/82U1NdXcJS","Utah, USA",0,2676511328,Thu Feb 18 23:59:29 +0000 2016
Diamond and Silk's Rebuttal About The Pope Comment Concerning Donald Trump https://t.co/fWXXxJX41X via @YouTube, AMERICANS DETEST POLITICIANS,34,54769979,Thu Feb 18 23:59:26 +0000 2016
UPDATE: Pope Francis: Donald Trump is not “Christian” Over Harsh Immigration Stance (MO https://t.co/rZqccZ6MdZ #donald-trump #pope-francis,,0,1849771808,Thu Feb 18 23:59:26 +0000 2016
"Francisco cuestiona fe de Donald Trump y éste le increpa ser un ""peón"" del gobierno mexicano https://t.co/6T76XPYjys https://t.co/mDh8fvdUG7",,5,29330019,Thu Feb 18 23:59:23 +0000 2016
"https://t.co/FxjWYgDwZt Is the silent majority really dead, or is Donald Trump a viable candidate?",dc.metro.area,0,2565676302,Thu Feb 18 23:59:21 +0000 2016
"Boycott Donald Trump: Trump World Tower,Trump Tower,AXA Fin. Ctr &amp; all Trump holdings. Break that racist bitch! https://t.co/lajSCfY5nr … …","Oakland, CA",0,3773082674,Thu Feb 18 23:59:20 +0000 2016
The Roots of Donald Trump's Candidacy Lie in a South Carolina Cemetary - Searching for the soul of S https://t.co/x0m6C8Dno0 via @Esquire,,3,133793696,Thu Feb 18 23:59:18 +0000 2016
"Your Thursday Evening Briefing: iPhone, Pope Francis, Donald Trump - New York Times: New York Times Your Thursday…",Naija,0,1247237508,Thu Feb 18 23:59:17 +0000 2016
"@MehtaAmbika Donald Trump through shade at the pope in a speech of his, and he said that",,0,4760798421,Thu Feb 18 23:59:17 +0000 2016
